DCA License Number,License Type,License Expiration Date,Business Name,Business Name 2,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address State,Address ZIP,Contact Phone Number,Address Borough,Borough Code
0368506-DCA,Business,03/31/2019,GEMA PARKING CORP.,,333,E 14TH ST,,NEW YORK,NY,10003,2124774043,Manhattan,1
0932155-DCA,Business,03/31/2019,301 PARK CORP.,,301,E 64TH ST,,NEW YORK,NY,10065,2124730135,Manhattan,1
1233571-DCA,Business,03/31/2019,8TH STREET PARKING LLC,,11,5TH AVE,,NEW YORK,NY,10003,2126869800,Manhattan,1
1463481-DCA,Business,03/31/2015,"KINNEY PARKING SYSTEM, LLC",,301,E 66TH ST,,NEW YORK,NY,10065,2125025490,Manhattan,1
2034511-DCA,Business,03/31/2019,CLINTON GRAND PARKING LLC,,413,GRAND ST,,NEW YORK,NY,10002,212-686-9800,Manhattan,1
1379011-DCA,Business,03/31/2015,"DAG PARKING MGMT, LLC",,240,E 47TH ST,,NEW YORK,NY,10017,2127957275,Manhattan,1
0469761-DCA,Business,03/31/2019,INTEGRITY PARKING LLC,,315,E 72ND ST,,NEW YORK,NY,10021,2126869800,Manhattan,1
1330560-DCA,Business,03/31/2017,QUIK PARK EAST 72 LLC,,530,E 73RD ST,,NEW YORK,NY,10021,2128322066,Manhattan,1
1232553-DCA,Business,03/31/2017,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,10,W 48TH ST,,NEW YORK,NY,10036,9175456763,Manhattan,1
1331217-DCA,Business,03/31/2017,QUIK PARK EAST 66 LLC,,250,E 67TH ST,,NEW YORK,NY,10065,2128322066,Manhattan,1
1261502-DCA,Business,03/31/2019,"SALVATOR, JOSEPH",J & S PARKING FACILITY,284,NASSAU AVE,,BROOKLYN,NY,11222,3475895454,Brooklyn,3
1177260-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,688,MAIN ST,,NEW YORK,NY,10044,2125025490,Manhattan,1
1199450-DCA,Business,03/31/2019,215 E 95TH PARKING LLC,,201,E 95TH ST,,NEW YORK,NY,10128,2126869800,Manhattan,1
2006318-DCA,Business,03/31/2019,STATUE PARKING LLC,,20,RIVER TER,,NEW YORK,NY,10282,2125710538,Manhattan,1
1385583-DCA,Business,03/31/2019,VS PARKING GARAGE CORP.,,275,PARK AVE,,BROOKLYN,NY,11205,7189094449,Brooklyn,3
0369823-DCA,Business,03/31/2019,PARKLEX GARAGE INC.,,345,PARK AVE,,NEW YORK,NY,10154,2124072516,Manhattan,1
1381538-DCA,Business,03/31/2019,QUIK PARK 86TH ST. LLC,,444,E 86TH ST,,NEW YORK,NY,10028,2126509677,Manhattan,1
2033687-DCA,Business,03/31/2017,207TH STREET PARKING LLC,,408,W 207TH ST,,NEW YORK,NY,10034,2126869800,Manhattan,1
2002574-DCA,Business,03/31/2019,"CHOY & C GROUP, INC.",Easy Parking,4235,MAIN ST,,FLUSHING,NY,11355,,Queens,4
1113135-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,910,9TH AVE,,NEW YORK,NY,10019,2126296602,Manhattan,1
2000590-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,201-205,E 79TH ST,,NEW YORK,NY,10075,2125025490,Manhattan,1
2030397-DCA,Business,03/31/2019,"RUPPERT CAR PARK, LLC",,1601,3RD AVE,,NEW YORK,NY,10128,2129966363,Manhattan,1
0694550-DCA,Business,03/31/2019,ASTOR PARKING LLC,,1511,BROADWAY,,NEW YORK,NY,10036,2126869800,Manhattan,1
0904133-DCA,Business,03/31/2015,"SOVEREIGN CAR PARK, INC.",GGMC,425,E 58TH ST,,NEW YORK,NY,10022,2129966363,Manhattan,1
2015757-DCA,Business,03/31/2019,116TH-117TH STREET PARKING CORP.,,23,W 116TH ST,,NEW YORK,NY,10026,2127367171,Manhattan,1
1339065-DCA,Business,03/31/2019,MANHATTAN PARKING E 35 ST CORP,,246,E 35TH ST,,NEW YORK,NY,10016,2124903460,Manhattan,1
2047157-DCA,Business,03/31/2019,301 EAST 79 PARKING LLC,,301,E 79TH ST,,NEW YORK,NY,10075,212-888-7400,Manhattan,1
2044760-DCA,Business,01/03/2017,BELUGA PARKING CORP,,1820,E TREMONT AVE,,BRONX,NY,10460,2125416050,Bronx,2
1246955-DCA,Business,03/31/2019,UNIVERSITY 10 PARKING LLC,,63,E 9TH ST,,NEW YORK,NY,10003,2126869800,Manhattan,1
1304957-DCA,Business,03/31/2019,"QUIK PARK BROOKLYN BRIDGE, LLC",,360,FURMAN ST,,BROOKLYN,NY,11201,212-832-2066,Brooklyn,3
1251120-DCA,Business,03/31/2015,"CONEY CAR PARK, LLC",,346,CONEY ISLAND AVE,,BROOKLYN,NY,11218,2122216111,Brooklyn,3
1293753-DCA,Business,03/31/2019,QUIK PARK STANDARD LLC,,101,PARK AVE,,NEW YORK,NY,10178,2128322066,Manhattan,1
1099611-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,199,WATER ST,,NEW YORK,NY,10038,2125025490,Manhattan,1
1302964-DCA,Business,03/31/2019,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,15608,RIVERSIDE DR W,,NEW YORK,NY,10032,9175456763,Manhattan,1
2006045-DCA,Business,03/31/2019,SAM DAR ENTERPRISES INC,,3000,PARK AVE,,BRONX,NY,10451,6463997098,Bronx,2
2046301-DCA,Business,03/31/2019,ASTORIA CENTRAL PARKING LLC,,3157,31ST ST,,ASTORIA,NY,11106,7544447275,Queens,4
1113131-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,441,9TH AVE,,NEW YORK,NY,10001,2126296602,Manhattan,1
1334095-DCA,Business,03/31/2017,QUIK PARK WEST 22ND ST. MANAGEMENT LLC,,133,W 22ND ST,,NEW YORK,NY,10011,2128322066,Manhattan,1
0995385-DCA,Business,03/31/2017,T.P.E.C LLC,,4110,CRESCENT ST,,ASTORIA,NY,11101,7187070335,Queens,4
0368199-DCA,Business,03/31/2019,"MUTUAL PARKING, INC.",,61,E END AVE,,NEW YORK,NY,10028,2128887400,Manhattan,1
1262560-DCA,Business,03/31/2015,HAPPY MEN PARKING INC.,,1556,JEROME AVE,,BRONX,NY,10452,7185796823,Bronx,2
1416085-DCA,Business,03/31/2015,BRYK CORP.,,6536,99TH ST,,REGO PARK,NY,11374,7184596110,Queens,4
2001373-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,196-200,CADMAN PLAZA W,,BROOKLYN,NY,11201,2125025490,Brooklyn,3
2012918-DCA,Business,03/31/2017,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,525,W 28TH ST,,NEW YORK,NY,10001,2129676800,Manhattan,1
1030045-DCA,Business,03/31/2019,"BATTERY PLACE CAR PARK, LLC",GGMC,50,BATTERY PL,,NEW YORK,NY,10280,2129966363,Manhattan,1
1378765-DCA,Business,03/31/2015,82ND PARKING GARAGE LLC,,3555,82ND ST,,JACKSON HEIGHTS,NY,11372,7187794774,Queens,4
1182385-DCA,Business,03/31/2019,MANHATTAN PARKING GRAMERCY CORP.,,32,GRAMERCY PARK S,,NEW YORK,NY,10003,2124903460,Manhattan,1
2044989-DCA,Business,03/31/2017,LM BONNEVILLE PARKING LLC,,329-333,E 22ND ST,,NEW YORK,NY,10010,2127143571,Manhattan,1
1192997-DCA,Business,03/31/2015,QUIK PARK REGENT LLC,QUIK PARK INC.,38,BOWERY,,NEW YORK,NY,10013,2128322066,Manhattan,1
1412772-DCA,Business,03/31/2019,HANOVER PARKING LLC,,7,HANOVER SQ,,NEW YORK,NY,10004,2126869800,Manhattan,1
1062085-DCA,Business,03/31/2015,ARMORY PARKING INC.,,171,CLERMONT AVE,,BROOKLYN,NY,11205,7184729595,Brooklyn,3
1340514-DCA,Business,03/31/2017,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,343,GOLD ST,,BROOKLYN,NY,11201,9175456763,Brooklyn,3
1466377-DCA,Business,03/31/2017,"KINNEY PARKING SYSTEM, LLC",,10736,QUEENS BLVD,,FOREST HILLS,NY,11375,2125025490,Queens,4
1333128-DCA,Business,03/31/2019,2721 NEIGHBORHOOD PARKING LOT CORP.,,2721,BRONXWOOD AVE,,BRONX,NY,10469,347-427-7606,Bronx,2
1466697-DCA,Business,03/31/2015,"KINNEY PARKING SYSTEM, LLC",,213,E 43RD ST,,NEW YORK,NY,10017,2125025490,Manhattan,1
1178703-DCA,Business,03/31/2019,PARK KWIK LLC,,211,ATLANTIC AVE,,BROOKLYN,NY,11201,718-855-1730,Brooklyn,3
0906120-DCA,Business,03/31/2019,OXFORD PARKING CORP.,,333,E 49TH ST,,NEW YORK,NY,10017,212-308-5959,Manhattan,1
1458328-DCA,Business,03/31/2019,OMEGA PARKING SYSTEMS LLC,,200,E 24TH ST,,NEW YORK,NY,10010,2127251791,Manhattan,1
1305615-DCA,Business,03/31/2015,QUIK PARK 1633 GARAGE LLC,QUIK PARK INC.,1633,BROADWAY,,NEW YORK,NY,10019,2128322066,Manhattan,1
1155049-DCA,Business,03/31/2019,MOTT PARK LLC,,284,MOTT ST,,NEW YORK,NY,10012,212-564-3199,Manhattan,1
2031033-DCA,Business,03/31/2017,"IMPERIAL PARKING (U.S.), LLC",IMPARK,33,W 56TH ST,,NEW YORK,NY,10019,212-934-8660,Manhattan,1
1344915-DCA,Business,11/28/2016,STANDARD PARKING CORPORATION,,455,CENTRAL PARK W,,NEW YORK,NY,10025,2126667246,Manhattan,1
1451289-DCA,Business,03/31/2019,QUIK PARK 485 GARAGE LLC,,485,LEXINGTON AVE,,NEW YORK,NY,10017,2128322066,Manhattan,1
2009446-DCA,Business,03/31/2019,"CARLYLE CAR PARK, LLC",,53,E 76TH ST,,NEW YORK,NY,10021,2125702182,Manhattan,1
2035583-DCA,Business,03/31/2017,PARK RIGHT CORPORATION,,125,PERRY ST,,NEW YORK,NY,10014,2122624771,Manhattan,1
2018539-DCA,Business,03/31/2019,PEAK TIME PARKING INC.,,4469,BROADWAY,,NEW YORK,NY,10040,7182204580,Manhattan,1
2001374-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,350,E 30TH ST,,NEW YORK,NY,10016,2125025490,Manhattan,1
2003723-DCA,Business,03/31/2019,BK PARKING GROUP INC.,,4566,BROADWAY,,NEW YORK,NY,10040,646-399-3401,Manhattan,1
1234692-DCA,Business,03/31/2015,"PRECISE PARK ASSOCIATES, LLC",,702,GRAND CONCOURSE,,BRONX,NY,10451,2124903460,Bronx,2
1331416-DCA,Business,03/31/2015,"GRAND ARMY CAR PARK, LLC",,1,EASTERN PKWY,,BROOKLYN,NY,11238,7183982518,Brooklyn,3
0782517-DCA,Business,03/31/2019,EXCELLENT PARKING LLC,,153,E 29TH ST,,NEW YORK,NY,10016,2126869800,Manhattan,1
1262707-DCA,Business,03/31/2019,QUIK PARK BLOOM LLC,,169,E 60TH ST,,NEW YORK,NY,10022,212-686-9800,Manhattan,1
2053019-DCA,Business,03/31/2019,COLUMBUS 95 PARKING LLC,,730,COLUMBUS AVE,,NEW YORK,NY,10025,2126869800,Manhattan,1
1423872-DCA,Business,03/31/2019,PARK KWIK LLC,,85,ADAMS ST,,BROOKLYN,NY,11201,718-855-1730,Brooklyn,3
2000579-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,154-156,E 53RD ST,,NEW YORK,NY,10022,2125025490,Manhattan,1
1105005-DCA,Business,02/19/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,10,COLUMBUS CIR,,NEW YORK,NY,10019,2126296602,Manhattan,1
1431478-DCA,Business,03/31/2019,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,70,W 95TH ST,,NEW YORK,NY,10025,9175456763,Manhattan,1
1247513-DCA,Business,03/31/2019,QUIK PARK WEST 12TH ST. LLC,,175,W 12TH ST,,NEW YORK,NY,10011,212-686-9800,Manhattan,1
1308739-DCA,Business,02/11/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,103,WARREN ST,,NEW YORK,NY,10007,2125025490,Manhattan,1
1226482-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,9,W 31ST ST,,NEW YORK,NY,10001,2125025490,Manhattan,1
0788455-DCA,Business,03/31/2019,ULTRA-PARK LLC,,424,W END AVE,,NEW YORK,NY,10024,2128749633,Manhattan,1
2001312-DCA,Business,03/31/2015,8930 parking llc,,8936,SUTPHIN BLVD,,JAMAICA,NY,11435,,Queens,4
1155053-DCA,Business,03/31/2015,PARK 15 WEST LLC,,422,W 15TH ST,,NEW YORK,NY,10011,2125643199,Manhattan,1
0699244-DCA,Business,03/31/2019,79TH STREET PARKING LLC,,900,PARK AVE,,NEW YORK,NY,10075,2126869800,Manhattan,1
0915987-DCA,Business,03/31/2019,333 EAST 46TH ST. PARKING CORP.,,333,E 46TH ST,,NEW YORK,NY,10017,2126869800,Manhattan,1
2007555-DCA,Business,03/31/2015,QUEEN PARKING LLC,,3907,PRINCE ST,,FLUSHING,NY,11354,7188862422,Queens,4
2050301-DCA,Business,03/31/2019,10 WEST 66TH STREET CAR PARK LLC,GGMC,10,W 66TH ST,,NEW YORK,NY,10023,2129966363,Manhattan,1
1023251-DCA,Business,03/31/2019,HUDSON RIVER PARKING CORP.,,3720,HENRY HUDSON PKWY,,BRONX,NY,10463,2127367171,Bronx,2
1275692-DCA,Business,03/31/2019,"ESP GROUP OF NEW YORK, INC.",,349,LENOX RD,,BROOKLYN,NY,11226,7184697672,Brooklyn,3
1243733-DCA,Business,03/31/2019,PURE ROYALTY ENTERPRISE LLC,PURE ROYALTY PARKING GARAGE,1843,CROTONA AVE,,BRONX,NY,10457,7182942419,Bronx,2
1175125-DCA,Business,03/31/2015,STANDARD PARKING CORPORATION,,250,VESEY ST,,NEW YORK,NY,10282,2127864245,Manhattan,1
1126256-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,180,W 20TH ST,,NEW YORK,NY,10011,2126296602,Manhattan,1
1146424-DCA,Business,03/31/2019,REGAL PARKING CORP.,,9822,63RD DR,,REGO PARK,NY,11374,2127367171,Queens,4
1125593-DCA,Business,03/31/2019,CHAMPION 126 LLC,,162,E 126TH ST,,NEW YORK,NY,10035,2123085959,Manhattan,1
1347707-DCA,Business,03/31/2019,"FORBES, DUDLEY",GOOD LUCK PARKING,447,EUCLID AVE,,BROOKLYN,NY,11208,8458254858,Brooklyn,3
2001482-DCA,Business,03/31/2017,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,31,HOYT ST,,BROOKLYN,NY,11201,212-502-5490,Brooklyn,3
1455310-DCA,Business,03/31/2019,"IMPERIAL PARKING (U.S.), LLC",,220,E 67TH ST,,NEW YORK,NY,10065,2129378666,Manhattan,1
1189911-DCA,Business,03/31/2017,JORDAN I PARKING LLC,,7031,108TH ST,,FOREST HILLS,NY,11375,2127511080,Queens,4
1215447-DCA,Business,03/31/2019,MAY PARKING CORP.,,330,E 70TH ST,,NEW YORK,NY,10021,2127373279,Manhattan,1
1302959-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,284,AUDUBON AVE,,NEW YORK,NY,10033,2125025490,Manhattan,1
0368157-DCA,Business,03/31/2019,EFFECTIVE PARKING LLC,,435,W 57TH ST,,NEW YORK,NY,10019,2126869800,Manhattan,1
2054987-DCA,Business,03/31/2019,TLC PARKING INC,,1600,SEDGWICK AVE,,BRONX,NY,10453,3475388602,Bronx,2
2026307-DCA,Business,03/31/2017,ONE PARKING 34TH STREET LLC,ONE PARKING,509,W 34TH ST,,NEW YORK,NY,10001,2123706530,Manhattan,1
1100018-DCA,Business,03/31/2019,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,411,E 53RD ST,,NEW YORK,NY,10022,9175456763,Manhattan,1
1181124-DCA,Business,03/31/2019,200 EAST PARKING CORP.,,1081,3RD AVE,,NEW YORK,NY,10065,2127500254,Manhattan,1
1254733-DCA,Business,03/31/2019,"CODY CAR PARK, INC.",,555,11TH ST,,BROOKLYN,NY,11215,2122216111,Brooklyn,3
1039455-DCA,Business,03/31/2017,475 PARKING LLC,,475,PARK AVE S,,NEW YORK,NY,10016,2126869800,Manhattan,1
1337218-DCA,Business,03/31/2015,PARK RIGHT CORPORATION,,39,E 29TH ST,,NEW YORK,NY,10016,2122624771,Manhattan,1
0429522-DCA,Business,03/31/2017,B. E. W. PARKING CORP.,RAPID PARK IND,254,W 79TH ST,,NEW YORK,NY,10024,2128661000,Manhattan,1
1300918-DCA,Business,03/31/2015,ALLIANCE ETON PARKING LLC,,345,E 81ST ST,,NEW YORK,NY,10028,2125810535,Manhattan,1
1029200-DCA,Business,03/31/2017,EXPRESS PARK LLC,,425,E 79TH ST,,NEW YORK,NY,10075,2122216111,Manhattan,1
1159049-DCA,Business,03/31/2017,"211 WEST 56TH ST CAR PARK, LLC",GGMC,211,W 56TH ST,,NEW YORK,NY,10019,2129966363,Manhattan,1
1100021-DCA,Business,03/31/2019,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,400,E 54TH ST,,NEW YORK,NY,10022,9175456763,Manhattan,1
2001376-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,135,W 50TH ST,,NEW YORK,NY,10019,2125025490,Manhattan,1
1423615-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,20,E 161ST ST,,BRONX,NY,10451,7185384611,Bronx,2
1273538-DCA,Business,03/31/2015,LUCKY CAR PARK LLC,,380,MALCOLM X BLVD,,NEW YORK,NY,10027,2122216111,Manhattan,1
1085597-DCA,Business,03/31/2019,86 ST. PARKING GARAGE CORP.,,8610,ROOSEVELT AVE,,JACKSON HTS,NY,11372,7186514273,Queens,4
1346796-DCA,Business,03/31/2019,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,74,DEKALB AVE,,BROOKLYN,NY,11201,9175456763,Brooklyn,3
1303884-DCA,Business,03/31/2019,D'ALMONTE ENTERPRISES PARKING GARAGE INC.,,2080,JEROME AVE,,BRONX,NY,10453,3478620100,Bronx,2
1076826-DCA,Business,03/31/2019,"300 EAST 74TH STREET CAR PARK, LLC",GGMC,300,E 74TH ST,,NEW YORK,NY,10021,2129966363,Manhattan,1
1298309-DCA,Business,03/31/2015,"FIESTA CAR PARK, LLC",,466,11TH AVE,,NEW YORK,NY,10018,2122216111,Manhattan,1
1437279-DCA,Business,03/31/2019,"SURF AVENUE LOGISTICS, LLC",,173,E 156TH ST,,BRONX,NY,10451,9175840383,Bronx,2
1306493-DCA,Business,03/31/2019,69 ENTERPRISE PARKING LLC,,219,E 69TH ST,,NEW YORK,NY,10021,2126270012,Manhattan,1
1341899-DCA,Business,03/31/2015,CHAMPION PARK 85 LLC,,234,E 85TH ST,,NEW YORK,NY,10028,2123085959,Manhattan,1
2001366-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,800,UNION ST,,BROOKLYN,NY,11215,2125025490,Brooklyn,3
1223083-DCA,Business,07/06/2018,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,2020,BOSTON RD,,BRONX,NY,10460,9175456763,Bronx,2
2024618-DCA,Business,03/31/2017,GMS AUTO STATION INC,,2173,GRAND CONCOURSE,,BRONX,NY,10453,9176559590,Bronx,2
2003467-DCA,Business,03/31/2019,QUIK PARK WEST 23RD STREET GARAGE LLC,,425,W 23RD ST,,NEW YORK,NY,10011,2128322066,Manhattan,1
2023599-DCA,Business,03/31/2019,BLEECKER PARKING CORP.,,380,LENOX AVE,,NEW YORK,NY,10027,2127373279,Manhattan,1
0368909-DCA,Business,03/31/2015,CLASSIC PARKING LLC,,866,UNITED NATIONS PLZ,,NEW YORK,NY,10017,2126869800,Manhattan,1
1415118-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,100,W 57TH ST,,NEW YORK,NY,10019,2125025490,Manhattan,1
2039264-DCA,Business,03/31/2019,"ABM PARKING SERVICES, INC",,866,UNITED NATIONS PLZ,,NEW YORK,NY,10017,,Manhattan,1
2037397-DCA,Business,03/31/2019,45TH STREET PARKING CORP,,825,2ND AVE,,NEW YORK,NY,10017,2127367171,Manhattan,1
1113133-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,115,E 57TH ST,,NEW YORK,NY,10022,2126296602,Manhattan,1
1463440-DCA,Business,03/31/2019,"KINNEY PARKING SYSTEM, LLC",,109,W 56TH ST,,NEW YORK,NY,10019,2125025490,Manhattan,1
0769326-DCA,Business,03/31/2019,GALLANT PARKING LLC,,182-184,E 95TH ST,,NEW YORK,NY,10128,2126869800,Manhattan,1
1209498-DCA,Business,03/31/2019,CHAMPION PARKING 36 LLC,,30,PARK AVE,,NEW YORK,NY,10016,2123085959,Manhattan,1
0904481-DCA,Business,03/31/2015,RAMP PARKING CORP.,,44,ELIZABETH ST,,NEW YORK,NY,10013,2128661000,Manhattan,1
0966613-DCA,Business,03/31/2019,"RISING WOLF PARKING GARAGE, LLC",,336,E 9TH ST,,NEW YORK,NY,10003,2124755858,Manhattan,1
1192969-DCA,Business,03/31/2017,QUIK PARK 61ST STREET LLC,,510,E 62ND ST,,NEW YORK,NY,10065,212-832-2066,Manhattan,1
1298303-DCA,Business,03/31/2015,OASIS AUTO REPAIR & GARAGE CORP.,,431,W 202ND ST,,NEW YORK,NY,10034,212-544-2833,Manhattan,1
2049780-DCA,Business,03/31/2019,F & A PARKING CORP,,525,CLINTON AVE,,BROOKLYN,NY,11238,718-399-2640,Brooklyn,3
1461250-DCA,Business,03/31/2019,"IMPERIAL PARKING (U.S.), LLC",IMPARK,89-35,162 STREET,,JAMAICA,NY,11432,2129378660,,
1447270-DCA,Business,03/31/2019,WALL PARK 45 LLC,,45,WALL ST,,NEW YORK,NY,10005,2126869800,Manhattan,1
1199399-DCA,Business,03/31/2019,215 E 95TH PARKING LLC,,207,E 95TH ST,,NEW YORK,NY,10128,2126869800,Manhattan,1
0953176-DCA,Business,03/31/2019,COMFORT PARK LLC,,301,ELIZABETH ST,,NEW YORK,NY,10012,2126869800,Manhattan,1
1293271-DCA,Business,03/31/2017,CREST CAR PARK LLC,,306,2ND ST,,BROOKLYN,NY,11215,718-499-1235,Brooklyn,3
1440459-DCA,Business,03/31/2019,QUIK PARK PCVST GARAGE LLC,,279,AVENUE C,,NEW YORK,NY,10009,2126145862,Manhattan,1
1385887-DCA,Business,03/31/2019,PV PARKING CORP,,3411,STEINWAY ST,,LONG IS CITY,NY,11101,6463024330,Queens,4
0974656-DCA,Business,03/31/2019,SLOPE CAR PARK INC.,,429,12TH ST,,BROOKLYN,NY,11215,2122216111,Brooklyn,3
1241268-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,1000,5TH AVE,,NEW YORK,NY,10028,2125025490,Manhattan,1
1078653-DCA,Business,03/31/2019,1725 PARKING LLC,,1725,YORK AVE,,NEW YORK,NY,10128,2126869800,Manhattan,1
2051058-DCA,Business,03/31/2019,CL PARKING LLC,,4809,CENTER BLVD,,LONG ISLAND CITY,NY,11109,212-686-9800,Queens,4
1468065-DCA,Business,03/31/2015,"KINNEY PARKING SYSTEM, LLC",,252,W 40TH ST,,NEW YORK,NY,10018,2125025490,Manhattan,1
1243101-DCA,Business,03/31/2015,CAPITAL CAR PARK LLC,,1420,YORK AVE,,NEW YORK,NY,10021,2122216111,Manhattan,1
1461269-DCA,Business,03/31/2017,A&M PARKING LOT INC.,,600,EAST  156 STREET,,BRONX,NY,10455,7189935575,,
1461155-DCA,Business,03/31/2015,"PRUDENTI, THERESA",GEORGE PRUDENTI PARKING,552,50 AVENUE,,LONG ISLND CITY,NY,11101,7183877000,,
2022971-DCA,Business,07/21/2015,QP HOSP LLC,,1250,WATERS PL,,BRONX,NY,10461,212-686-9800,Bronx,2
1021031-DCA,Business,03/31/2015,136 W. 40TH PARKING LLC,,1411,BROADWAY,,NEW YORK,NY,10018,2126869800,Manhattan,1
1102792-DCA,Business,03/31/2019,311 PARKING CORP.,,311,W 50TH ST,,NEW YORK,NY,10019,2125869760,Manhattan,1
2045155-DCA,Business,03/31/2019,170 PARK ROW PARKING CORP,,170,PARK ROW,,NEW YORK,NY,10038,2127367171,Manhattan,1
2025565-DCA,Business,03/31/2019,WHITNEY 90 PARKING LLC,,200,E 90TH ST,,NEW YORK,NY,10128,212-686-9800,Manhattan,1
1461267-DCA,Business,03/31/2019,"IMPERIAL PARKING (U.S.), LLC",IMPARK,35,EAST   38 STREET,,NEW YORK,NY,10016,2129378660,,
1338987-DCA,Business,03/31/2019,MANHATTAN PARKING E 71 ST  CORP,,311,E 71ST ST,,NEW YORK,NY,10021,2128619652,Manhattan,1
0368546-DCA,Business,03/31/2019,CREATIVE PARKING LLC,,16,W 16TH ST,,NEW YORK,NY,10011,2122429635,Manhattan,1
1379117-DCA,Business,03/31/2019,365 MANAGEMENT CORP.,,4125,KISSENA BLVD,,FLUSHING,NY,11355,7188882367,Queens,4
2031032-DCA,Business,03/31/2017,IMPERIAL PARKING US LLC,IMPARK,210,CENTRAL PARK S,,NEW YORK,NY,10019,2129378660,Manhattan,1
2034514-DCA,Business,03/31/2019,CLINTON GRAND PARKING LLC,,240,E BROADWAY,,NEW YORK,NY,10002,212-686-9800,Manhattan,1
1258315-DCA,Business,03/31/2019,MP HUB PARKING LLC,,3000,3RD AVE,,BRONX,NY,10455,2124903460,Bronx,2
1312449-DCA,Business,03/31/2019,STELLMAR PARKING LLC,,30,E 65TH ST,,NEW YORK,NY,10065,212-879-8798,Manhattan,1
1196478-DCA,Business,03/31/2017,401 EAST 86TH STREET PARKING LLC,,401,E 86TH ST,,NEW YORK,NY,10028,2128767669,Manhattan,1
1192968-DCA,Business,03/31/2019,QUIK PARK YORK AVENUE LLC,,400,E 71ST ST,,NEW YORK,NY,10021,2128322066,Manhattan,1
1377213-DCA,Business,03/31/2019,5TH AVENUE PROPERTY & PARKING LLC,,1325,5TH AVE,,NEW YORK,NY,10026,2124211117,Manhattan,1
0428016-DCA,Business,03/31/2017,MERCER PARKING GARAGE CORP.,,165,MERCER ST,,NEW YORK,NY,10012,2122265578,Manhattan,1
1376392-DCA,Business,03/31/2015,ENMANUEL PARKING GARAGE CORP.,,2346,RYER AVE,,BRONX,NY,10458,7183291320,Bronx,2
1402813-DCA,Business,03/31/2019,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,385,S END AVE,,NEW YORK,NY,10280,9175456763,Manhattan,1
0981738-DCA,Business,03/31/2015,TRIBECA PARKING CORP.,,454,GREENWICH ST,,NEW YORK,NY,10013,2122749225,Manhattan,1
2068171-DCA,Business,03/31/2019,F & A PARKING CORP,,14238,37TH AVE,,FLUSHING,NY,11354,7183992640,Queens,4
1076840-DCA,Business,03/31/2019,"COVE CLUB CAR PARK, LLC",GGMC,2,S END AVE,,NEW YORK,NY,10280,2129966363,Manhattan,1
2005454-DCA,Business,03/31/2019,MP 98-41 LLC,,6536,99TH ST,,REGO PARK,NY,11374,7189970630,Queens,4
1397700-DCA,Business,03/31/2019,GREENLUX PARKING LLC,,300,N END AVE,,NEW YORK,NY,10282,2126869800,Manhattan,1
1023980-DCA,Business,03/31/2017,FLATBRIDGE PARKING CORP.,,36,FLATBUSH AVENUE EXT,,BROOKLYN,NY,11201,2122216111,Brooklyn,3
1421340-DCA,Business,02/08/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,371,7TH AVE,,NEW YORK,NY,10001,2125025490,Manhattan,1
